,State,Year,Gender,Education,Total,Population
4366,Puducherry,2003,Male,Diploma/Certificate,2,135.0
4367,Puducherry,2003,Male,Graduate And Above,5,6680.0
4368,Puducherry,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),19,10362.0
4369,Puducherry,2003,Male,Matriculate/Secondary (Upto Class-10),142,13781.0
4370,Puducherry,2003,Male,Middle (Upto Class-8),87,18941.0
4371,Puducherry,2003,Male,No Education,4,20822.0
4372,Puducherry,2003,Male,Primary (Upto Class-5),127,62012.0
4373,Puducherry,2004,Female,Diploma/Certificate,3,82.0
4374,Puducherry,2004,Female,Graduate And Above,1,4729.0
4375,Puducherry,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),6,10361.0
4376,Puducherry,2004,Female,Matriculate/Secondary (Upto Class-10),107,13488.0
4377,Puducherry,2004,Female,Middle (Upto Class-8),60,18088.0
4378,Puducherry,2004,Female,No Education,1,20409.0
4379,Puducherry,2004,Female,Primary (Upto Class-5),21,57967.0
4380,Puducherry,2004,Male,Diploma/Certificate,1,154.0
4381,Puducherry,2004,Male,Graduate And Above,9,6913.0
4382,Puducherry,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),6,11288.0
4383,Puducherry,2004,Male,Matriculate/Secondary (Upto Class-10),115,14631.0
4384,Puducherry,2004,Male,Middle (Upto Class-8),153,19526.0
4385,Puducherry,2004,Male,Primary (Upto Class-5),53,62328.0
4386,Puducherry,2005,Female,Diploma/Certificate,2,93.0
4387,Puducherry,2005,Female,Graduate And Above,5,5101.0
4388,Puducherry,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),18,11333.0
4389,Puducherry,2005,Female,Matriculate/Secondary (Upto Class-10),51,14422.0
4390,Puducherry,2005,Female,Middle (Upto Class-8),86,18660.0
4391,Puducherry,2005,Female,No Education,9,20712.0
4392,Puducherry,2005,Female,Primary (Upto Class-5),22,58366.0
4393,Puducherry,2005,Male,Diploma/Certificate,3,173.0
4394,Puducherry,2005,Male,Graduate And Above,5,7146.0
4395,Puducherry,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),12,12214.0
4396,Puducherry,2005,Male,Matriculate/Secondary (Upto Class-10),52,15481.0
4397,Puducherry,2005,Male,Middle (Upto Class-8),203,20111.0
4398,Puducherry,2005,Male,No Education,9,21374.0
4399,Puducherry,2005,Male,Primary (Upto Class-5),53,62644.0
4400,Puducherry,2006,Female,Diploma/Certificate,1,104.0
4401,Puducherry,2006,Female,Graduate And Above,8,5473.0
4402,Puducherry,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),24,12305.0
4403,Puducherry,2006,Female,Matriculate/Secondary (Upto Class-10),48,15356.0
4404,Puducherry,2006,Female,Middle (Upto Class-8),81,19232.0
4405,Puducherry,2006,Female,No Education,7,21015.0
4406,Puducherry,2006,Female,Primary (Upto Class-5),8,58765.0
4407,Puducherry,2006,Male,Diploma/Certificate,3,192.0
4408,Puducherry,2006,Male,Graduate And Above,8,7379.0
4409,Puducherry,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),18,13140.0
4410,Puducherry,2006,Male,Matriculate/Secondary (Upto Class-10),84,16331.0
4411,Puducherry,2006,Male,Middle (Upto Class-8),193,20696.0
4412,Puducherry,2006,Male,No Education,4,21650.0
4413,Puducherry,2006,Male,Primary (Upto Class-5),39,62960.0
4414,Puducherry,2007,Female,Diploma/Certificate,3,115.0
4415,Puducherry,2007,Female,Graduate And Above,6,5845.0
4416,Puducherry,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),31,13277.0
4417,Puducherry,2007,Female,Matriculate/Secondary (Upto Class-10),41,16290.0
4418,Puducherry,2007,Female,Middle (Upto Class-8),96,19804.0
4419,Puducherry,2007,Female,No Education,7,21318.0
4420,Puducherry,2007,Female,Primary (Upto Class-5),13,59164.0
4421,Puducherry,2007,Male,Diploma/Certificate,7,211.0
4422,Puducherry,2007,Male,Graduate And Above,7,7612.0
4423,Puducherry,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),11,14066.0
4424,Puducherry,2007,Male,Matriculate/Secondary (Upto Class-10),35,17181.0
4425,Puducherry,2007,Male,Middle (Upto Class-8),233,21281.0
4426,Puducherry,2007,Male,No Education,1,21926.0
4427,Puducherry,2007,Male,Primary (Upto Class-5),24,63276.0
4428,Puducherry,2008,Female,Graduate And Above,7,6217.0
4429,Puducherry,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),16,14249.0
4430,Puducherry,2008,Female,Matriculate/Secondary (Upto Class-10),52,17224.0
4431,Puducherry,2008,Female,Middle (Upto Class-8),89,20376.0
4432,Puducherry,2008,Female,Primary (Upto Class-5),8,59563.0
4433,Puducherry,2008,Male,Diploma/Certificate,5,230.0
4434,Puducherry,2008,Male,Graduate And Above,5,7845.0
4435,Puducherry,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),10,14992.0
4436,Puducherry,2008,Male,Matriculate/Secondary (Upto Class-10),40,18031.0
4437,Puducherry,2008,Male,Middle (Upto Class-8),252,21866.0
4438,Puducherry,2008,Male,No Education,5,22202.0
4439,Puducherry,2008,Male,Primary (Upto Class-5),13,63592.0
4440,Puducherry,2009,Female,Graduate And Above,14,6589.0
4441,Puducherry,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),32,15221.0
4442,Puducherry,2009,Female,Matriculate/Secondary (Upto Class-10),53,18158.0
4443,Puducherry,2009,Female,Middle (Upto Class-8),82,20948.0
4444,Puducherry,2009,Female,No Education,1,21924.0
4445,Puducherry,2009,Female,Primary (Upto Class-5),6,59962.0
4446,Puducherry,2009,Male,Diploma/Certificate,4,249.0
4447,Puducherry,2009,Male,Graduate And Above,7,8078.0
4448,Puducherry,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),15,15918.0
4449,Puducherry,2009,Male,Matriculate/Secondary (Upto Class-10),59,18881.0
4450,Puducherry,2009,Male,Middle (Upto Class-8),224,22451.0
4451,Puducherry,2009,Male,No Education,5,22478.0
4452,Puducherry,2009,Male,Primary (Upto Class-5),11,63908.0
4453,Puducherry,2010,Female,Diploma/Certificate,6,148.0
4454,Puducherry,2010,Female,Graduate And Above,12,6961.0
4455,Puducherry,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),31,16193.0
4456,Puducherry,2010,Female,Matriculate/Secondary (Upto Class-10),103,19092.0
4457,Puducherry,2010,Female,Middle (Upto Class-8),17,21520.0
4458,Puducherry,2010,Female,No Education,2,22227.0
4459,Puducherry,2010,Female,Primary (Upto Class-5),3,60361.0
4460,Puducherry,2010,Male,Diploma/Certificate,7,268.0
4461,Puducherry,2010,Male,Graduate And Above,10,8311.0
4462,Puducherry,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),21,16844.0
4463,Puducherry,2010,Male,Matriculate/Secondary (Upto Class-10),256,19731.0
4464,Puducherry,2010,Male,Middle (Upto Class-8),26,23036.0
4465,Puducherry,2010,Male,No Education,8,22754.0
4466,Puducherry,2010,Male,Primary (Upto Class-5),5,64224.0
4467,Puducherry,2011,Female,Diploma/Certificate,2,154.0
4468,Puducherry,2011,Female,Graduate And Above,7,7328.0
4469,Puducherry,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),48,17160.0
4470,Puducherry,2011,Female,Matriculate/Secondary (Upto Class-10),61,20021.0
4471,Puducherry,2011,Female,Middle (Upto Class-8),28,22083.0
4472,Puducherry,2011,Female,No Education,7,22528.0
4473,Puducherry,2011,Female,Primary (Upto Class-5),6,60750.0
4474,Puducherry,2011,Male,Diploma/Certificate,8,286.0
4475,Puducherry,2011,Male,Graduate And Above,5,8536.0
4476,Puducherry,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),57,17763.0
4477,Puducherry,2011,Male,Matriculate/Secondary (Upto Class-10),192,20578.0
4478,Puducherry,2011,Male,Middle (Upto Class-8),107,23620.0
4479,Puducherry,2011,Male,No Education,4,23028.0
4480,Puducherry,2011,Male,Primary (Upto Class-5),18,64531.0
4481,Puducherry,2012,Female,Diploma/Certificate,5,165.0
4482,Puducherry,2012,Female,Graduate And Above,5,7700.0
4483,Puducherry,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),25,18132.0
4484,Puducherry,2012,Female,Matriculate/Secondary (Upto Class-10),73,20955.0
4485,Puducherry,2012,Female,Middle (Upto Class-8),37,22655.0
4486,Puducherry,2012,Female,No Education,9,22831.0
4487,Puducherry,2012,Female,Primary (Upto Class-5),10,61149.0
4488,Puducherry,2012,Male,Diploma/Certificate,11,305.0
4489,Puducherry,2012,Male,Graduate And Above,10,8769.0
4490,Puducherry,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),42,18689.0
4491,Puducherry,2012,Male,Matriculate/Secondary (Upto Class-10),136,21428.0
4492,Puducherry,2012,Male,Middle (Upto Class-8),137,24205.0
4493,Puducherry,2012,Male,No Education,7,23304.0
4494,Puducherry,2012,Male,Primary (Upto Class-5),28,64847.0
4495,Puducherry,2013,Female,Diploma/Certificate,2,176.0
4496,Puducherry,2013,Female,Graduate And Above,4,8072.0
4497,Puducherry,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),55,19104.0
4498,Puducherry,2013,Female,Matriculate/Secondary (Upto Class-10),41,21889.0
4499,Puducherry,2013,Female,Middle (Upto Class-8),28,23227.0
4500,Puducherry,2013,Female,No Education,4,23134.0
4501,Puducherry,2013,Female,Primary (Upto Class-5),3,61548.0
4502,Puducherry,2013,Male,Diploma/Certificate,7,324.0
4503,Puducherry,2013,Male,Graduate And Above,14,9002.0
4504,Puducherry,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),93,19615.0
4505,Puducherry,2013,Male,Matriculate/Secondary (Upto Class-10),135,22278.0
4506,Puducherry,2013,Male,Middle (Upto Class-8),131,24790.0
4507,Puducherry,2013,Male,No Education,10,23580.0
4508,Puducherry,2013,Male,Primary (Upto Class-5),14,65163.0
4509,Puducherry,2014,Female,Diploma/Certificate,1,187.0
4510,Puducherry,2014,Female,Graduate And Above,3,8444.0
4511,Puducherry,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),22,20076.0
4512,Puducherry,2014,Female,Matriculate/Secondary (Upto Class-10),32,22823.0
4513,Puducherry,2014,Female,Middle (Upto Class-8),17,23799.0
4514,Puducherry,2014,Female,No Education,17,23437.0
4515,Puducherry,2014,Female,Primary (Upto Class-5),43,61947.0
4516,Puducherry,2014,Female,Status Not Known,17,1162.0
4517,Puducherry,2014,Male,Diploma/Certificate,2,343.0
4518,Puducherry,2014,Male,Graduate And Above,22,9235.0
4519,Puducherry,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),56,20541.0
4520,Puducherry,2014,Male,Matriculate/Secondary (Upto Class-10),109,23128.0
4521,Puducherry,2014,Male,Middle (Upto Class-8),88,25375.0
4522,Puducherry,2014,Male,No Education,40,23856.0
4523,Puducherry,2014,Male,Primary (Upto Class-5),96,65479.0
4524,Puducherry,2014,Male,Status Not Known,79,1412.0
4525,Punjab,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),47,154441.0
4526,Punjab,2001,Female,Matriculate/Secondary (Upto Class-10),39,231525.0
4527,Punjab,2001,Female,Middle (Upto Class-8),36,337254.0
4528,Punjab,2001,Female,No Education,58,274274.0
4529,Punjab,2001,Female,Primary (Upto Class-5),44,1568155.0
4530,Punjab,2001,Male,Diploma/Certificate,4,875.0
4531,Punjab,2001,Male,Graduate And Above,4,40377.0
4532,Punjab,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),17,155283.0
4533,Punjab,2001,Male,Matriculate/Secondary (Upto Class-10),72,267359.0
4534,Punjab,2001,Male,Middle (Upto Class-8),57,416407.0
4535,Punjab,2001,Male,No Education,146,334998.0
4536,Punjab,2001,Male,Primary (Upto Class-5),95,1961407.0
4537,Punjab,2002,Female,Diploma/Certificate,3,589.0
4538,Punjab,2002,Female,Graduate And Above,1,54661.0
4539,Punjab,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),10,167673.0
4540,Punjab,2002,Female,Matriculate/Secondary (Upto Class-10),28,243689.0
4541,Punjab,2002,Female,Middle (Upto Class-8),20,344128.0
4542,Punjab,2002,Female,No Education,27,284944.0
4543,Punjab,2002,Female,Primary (Upto Class-5),21,1552401.0
4544,Punjab,2002,Male,Diploma/Certificate,2,1085.0
4545,Punjab,2002,Male,Graduate And Above,9,48994.0
4546,Punjab,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),35,168907.0
4547,Punjab,2002,Male,Matriculate/Secondary (Upto Class-10),75,283927.0
4548,Punjab,2002,Male,Middle (Upto Class-8),48,426333.0
4549,Punjab,2002,Male,No Education,155,346914.0
4550,Punjab,2002,Male,Primary (Upto Class-5),72,1950705.0
4551,Punjab,2003,Female,Diploma/Certificate,6,674.0
4552,Punjab,2003,Female,Graduate And Above,8,65809.0
4553,Punjab,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),9,180905.0
4554,Punjab,2003,Female,Matriculate/Secondary (Upto Class-10),30,255853.0
4555,Punjab,2003,Female,Middle (Upto Class-8),15,351002.0
4556,Punjab,2003,Female,No Education,33,295614.0
4557,Punjab,2003,Female,Primary (Upto Class-5),20,1536647.0
4558,Punjab,2003,Male,Diploma/Certificate,13,1295.0
4559,Punjab,2003,Male,Graduate And Above,35,57611.0
4560,Punjab,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),62,182531.0
4561,Punjab,2003,Male,Matriculate/Secondary (Upto Class-10),77,300495.0
4562,Punjab,2003,Male,Middle (Upto Class-8),68,436259.0
4563,Punjab,2003,Male,No Education,145,358830.0
4564,Punjab,2003,Male,Primary (Upto Class-5),78,1940003.0
4565,Punjab,2004,Female,Diploma/Certificate,5,759.0
4566,Punjab,2004,Female,Graduate And Above,1,76957.0
4567,Punjab,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),16,194137.0
4568,Punjab,2004,Female,Matriculate/Secondary (Upto Class-10),30,268017.0
4569,Punjab,2004,Female,Middle (Upto Class-8),18,357876.0
4570,Punjab,2004,Female,No Education,35,306284.0
4571,Punjab,2004,Female,Primary (Upto Class-5),17,1520893.0
4572,Punjab,2004,Male,Diploma/Certificate,7,1505.0
4573,Punjab,2004,Male,Graduate And Above,6,66228.0
4574,Punjab,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),21,196155.0
4575,Punjab,2004,Male,Matriculate/Secondary (Upto Class-10),104,317063.0
4576,Punjab,2004,Male,Middle (Upto Class-8),60,446185.0
4577,Punjab,2004,Male,No Education,162,370746.0
4578,Punjab,2004,Male,Primary (Upto Class-5),72,1929301.0
4579,Punjab,2005,Female,Diploma/Certificate,1,844.0
4580,Punjab,2005,Female,Graduate And Above,1,88105.0
4581,Punjab,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),10,207369.0
4582,Punjab,2005,Female,Matriculate/Secondary (Upto Class-10),30,280181.0
4583,Punjab,2005,Female,Middle (Upto Class-8),21,364750.0
4584,Punjab,2005,Female,No Education,31,316954.0
4585,Punjab,2005,Female,Primary (Upto Class-5),11,1505139.0
4586,Punjab,2005,Male,Diploma/Certificate,10,1715.0
4587,Punjab,2005,Male,Graduate And Above,4,74845.0
4588,Punjab,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),26,209779.0
4589,Punjab,2005,Male,Matriculate/Secondary (Upto Class-10),120,333631.0
4590,Punjab,2005,Male,Middle (Upto Class-8),76,456111.0
4591,Punjab,2005,Male,No Education,138,382662.0
4592,Punjab,2005,Male,Primary (Upto Class-5),49,1918599.0
4593,Punjab,2006,Female,Diploma/Certificate,1,929.0
4594,Punjab,2006,Female,Graduate And Above,2,99253.0
4595,Punjab,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),7,220601.0
4596,Punjab,2006,Female,Matriculate/Secondary (Upto Class-10),51,292345.0
4597,Punjab,2006,Female,Middle (Upto Class-8),25,371624.0
4598,Punjab,2006,Female,No Education,56,327624.0
4599,Punjab,2006,Female,Primary (Upto Class-5),19,1489385.0
4600,Punjab,2006,Male,Diploma/Certificate,4,1925.0
4601,Punjab,2006,Male,Graduate And Above,17,83462.0
4602,Punjab,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),36,223403.0
4603,Punjab,2006,Male,Matriculate/Secondary (Upto Class-10),180,350199.0
4604,Punjab,2006,Male,Middle (Upto Class-8),83,466037.0
4605,Punjab,2006,Male,No Education,210,394578.0
4606,Punjab,2006,Male,Primary (Upto Class-5),75,1907897.0
4607,Punjab,2007,Female,Diploma/Certificate,2,1014.0
4608,Punjab,2007,Female,Graduate And Above,1,110401.0
4609,Punjab,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),6,233833.0
4610,Punjab,2007,Female,Matriculate/Secondary (Upto Class-10),57,304509.0
4611,Punjab,2007,Female,Middle (Upto Class-8),47,378498.0
4612,Punjab,2007,Female,No Education,63,338294.0
4613,Punjab,2007,Female,Primary (Upto Class-5),36,1473631.0
4614,Punjab,2007,Male,Diploma/Certificate,8,2135.0
4615,Punjab,2007,Male,Graduate And Above,5,92079.0
4616,Punjab,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),39,237027.0
4617,Punjab,2007,Male,Matriculate/Secondary (Upto Class-10),175,366767.0
4618,Punjab,2007,Male,Middle (Upto Class-8),93,475963.0
4619,Punjab,2007,Male,No Education,248,406494.0
4620,Punjab,2007,Male,Primary (Upto Class-5),62,1897195.0
4621,Punjab,2008,Female,Diploma/Certificate,2,1099.0
4622,Punjab,2008,Female,Graduate And Above,5,121549.0
4623,Punjab,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),26,247065.0
4624,Punjab,2008,Female,Matriculate/Secondary (Upto Class-10),55,316673.0
4625,Punjab,2008,Female,Middle (Upto Class-8),39,385372.0
4626,Punjab,2008,Female,No Education,65,348964.0
4627,Punjab,2008,Female,Primary (Upto Class-5),31,1457877.0
4628,Punjab,2008,Male,Diploma/Certificate,7,2345.0
4629,Punjab,2008,Male,Graduate And Above,11,100696.0
4630,Punjab,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),34,250651.0
4631,Punjab,2008,Male,Matriculate/Secondary (Upto Class-10),174,383335.0
4632,Punjab,2008,Male,Middle (Upto Class-8),107,485889.0
4633,Punjab,2008,Male,No Education,213,418410.0
4634,Punjab,2008,Male,Primary (Upto Class-5),91,1886493.0
4635,Punjab,2009,Female,Diploma/Certificate,6,1184.0
4636,Punjab,2009,Female,Graduate And Above,7,132697.0
4637,Punjab,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),29,260297.0
4638,Punjab,2009,Female,Matriculate/Secondary (Upto Class-10),64,328837.0
4639,Punjab,2009,Female,Middle (Upto Class-8),36,392246.0
4640,Punjab,2009,Female,No Education,48,359634.0
4641,Punjab,2009,Female,Primary (Upto Class-5),20,1442123.0
4642,Punjab,2009,Male,Diploma/Certificate,10,2555.0
4643,Punjab,2009,Male,Graduate And Above,10,109313.0
4644,Punjab,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),39,264275.0
4645,Punjab,2009,Male,Matriculate/Secondary (Upto Class-10),150,399903.0
4646,Punjab,2009,Male,Middle (Upto Class-8),99,495815.0
4647,Punjab,2009,Male,No Education,238,430326.0
4648,Punjab,2009,Male,Primary (Upto Class-5),85,1875791.0
4649,Punjab,2010,Female,Diploma/Certificate,5,1269.0
4650,Punjab,2010,Female,Graduate And Above,5,143845.0
4651,Punjab,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),21,273529.0
4652,Punjab,2010,Female,Matriculate/Secondary (Upto Class-10),54,341001.0
4653,Punjab,2010,Female,Middle (Upto Class-8),40,399120.0
4654,Punjab,2010,Female,No Education,55,370304.0
4655,Punjab,2010,Female,Primary (Upto Class-5),20,1426369.0
4656,Punjab,2010,Male,Diploma/Certificate,9,2765.0
4657,Punjab,2010,Male,Graduate And Above,14,117930.0
4658,Punjab,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),66,277899.0
4659,Punjab,2010,Male,Matriculate/Secondary (Upto Class-10),166,416471.0
4660,Punjab,2010,Male,Middle (Upto Class-8),113,505741.0
4661,Punjab,2010,Male,No Education,252,442242.0
4662,Punjab,2010,Male,Primary (Upto Class-5),98,1865089.0
4663,Punjab,2011,Female,Diploma/Certificate,1,1349.0
4664,Punjab,2011,Female,Graduate And Above,2,154988.0
4665,Punjab,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),23,286756.0
4666,Punjab,2011,Female,Matriculate/Secondary (Upto Class-10),63,353162.0
4667,Punjab,2011,Female,Middle (Upto Class-8),36,405986.0
4668,Punjab,2011,Female,No Education,46,380972.0
4669,Punjab,2011,Female,Primary (Upto Class-5),39,1410605.0
4670,Punjab,2011,Male,Diploma/Certificate,2,2973.0
4671,Punjab,2011,Male,Graduate And Above,6,126545.0
4672,Punjab,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),73,291517.0
4673,Punjab,2011,Male,Matriculate/Secondary (Upto Class-10),208,433035.0
4674,Punjab,2011,Male,Middle (Upto Class-8),127,515661.0
4675,Punjab,2011,Male,No Education,273,454154.0
4676,Punjab,2011,Male,Primary (Upto Class-5),66,1854379.0
4677,Punjab,2012,Female,Diploma/Certificate,3,1434.0
4678,Punjab,2012,Female,Graduate And Above,9,166136.0
4679,Punjab,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),19,299988.0
4680,Punjab,2012,Female,Matriculate/Secondary (Upto Class-10),86,365326.0
4681,Punjab,2012,Female,Middle (Upto Class-8),21,412860.0
4682,Punjab,2012,Female,No Education,57,391642.0
4683,Punjab,2012,Female,Primary (Upto Class-5),51,1394851.0
4684,Punjab,2012,Male,Diploma/Certificate,6,3183.0
4685,Punjab,2012,Male,Graduate And Above,7,135162.0
4686,Punjab,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),74,305141.0
4687,Punjab,2012,Male,Matriculate/Secondary (Upto Class-10),184,449603.0
4688,Punjab,2012,Male,Middle (Upto Class-8),126,525587.0
4689,Punjab,2012,Male,No Education,291,466070.0
4690,Punjab,2012,Male,Primary (Upto Class-5),96,1843677.0
4691,Punjab,2013,Female,Diploma/Certificate,7,1519.0
4692,Punjab,2013,Female,Graduate And Above,16,177284.0
4693,Punjab,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),32,313220.0
4694,Punjab,2013,Female,Matriculate/Secondary (Upto Class-10),73,377490.0
4695,Punjab,2013,Female,Middle (Upto Class-8),42,419734.0
4696,Punjab,2013,Female,No Education,55,402312.0
4697,Punjab,2013,Female,Primary (Upto Class-5),33,1379097.0
4698,Punjab,2013,Male,Diploma/Certificate,17,3393.0
4699,Punjab,2013,Male,Graduate And Above,19,143779.0
4700,Punjab,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),82,318765.0
4701,Punjab,2013,Male,Matriculate/Secondary (Upto Class-10),185,466171.0
4702,Punjab,2013,Male,Middle (Upto Class-8),135,535513.0
4703,Punjab,2013,Male,No Education,174,477986.0
4704,Punjab,2013,Male,Primary (Upto Class-5),97,1832975.0
4705,Punjab,2014,Female,Diploma/Certificate,2,1604.0
4706,Punjab,2014,Female,Graduate And Above,8,188432.0
4707,Punjab,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),30,326452.0
4708,Punjab,2014,Female,Matriculate/Secondary (Upto Class-10),64,389654.0
4709,Punjab,2014,Female,Middle (Upto Class-8),25,426608.0
4710,Punjab,2014,Female,No Education,51,412982.0
4711,Punjab,2014,Female,Primary (Upto Class-5),33,1363343.0
4712,Punjab,2014,Female,Professionals (Mba; Etc.),3,31968.0
4713,Punjab,2014,Female,Status Not Known,17,31199.0
4714,Punjab,2014,Male,Diploma/Certificate,8,3603.0
4715,Punjab,2014,Male,Graduate And Above,19,152396.0
4716,Punjab,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),93,332389.0
4717,Punjab,2014,Male,Matriculate/Secondary (Upto Class-10),124,482739.0
4718,Punjab,2014,Male,Middle (Upto Class-8),78,545439.0
4719,Punjab,2014,Male,No Education,166,489902.0
4720,Punjab,2014,Male,Primary (Upto Class-5),106,1822273.0
4721,Punjab,2014,Male,Professionals (Mba; Etc.),4,54779.0
4722,Punjab,2014,Male,Status Not Known,112,42417.0
4723,Rajasthan,2001,Female,Diploma/Certificate,6,236.0
4724,Rajasthan,2001,Female,Graduate And Above,14,44682.0
4725,Rajasthan,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),59,127557.0
4726,Rajasthan,2001,Female,Matriculate/Secondary (Upto Class-10),151,218128.0
4727,Rajasthan,2001,Female,Middle (Upto Class-8),156,375372.0
4728,Rajasthan,2001,Female,No Education,472,870416.0
4729,Rajasthan,2001,Female,Primary (Upto Class-5),374,3379681.0
4730,Rajasthan,2001,Male,Diploma/Certificate,20,688.0
4731,Rajasthan,2001,Male,Graduate And Above,36,130895.0
4732,Rajasthan,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),143,313787.0
4733,Rajasthan,2001,Male,Matriculate/Secondary (Upto Class-10),387,497849.0
4734,Rajasthan,2001,Male,Middle (Upto Class-8),449,868245.0
4735,Rajasthan,2001,Male,No Education,357,974626.0
4736,Rajasthan,2001,Male,Primary (Upto Class-5),548,5199735.0
4737,Rajasthan,2002,Female,Diploma/Certificate,8,312.0
4738,Rajasthan,2002,Female,Graduate And Above,16,60453.0
4739,Rajasthan,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),70,154403.0
4740,Rajasthan,2002,Female,Matriculate/Secondary (Upto Class-10),120,259751.0
4741,Rajasthan,2002,Female,Middle (Upto Class-8),180,437528.0
4742,Rajasthan,2002,Female,No Education,403,869134.0
4743,Rajasthan,2002,Female,Primary (Upto Class-5),353,3487969.0
4744,Rajasthan,2002,Male,Diploma/Certificate,20,781.0
4745,Rajasthan,2002,Male,Graduate And Above,57,158202.0
4746,Rajasthan,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),153,356243.0
4747,Rajasthan,2002,Male,Matriculate/Secondary (Upto Class-10),374,555656.0
4748,Rajasthan,2002,Male,Middle (Upto Class-8),498,930966.0
4749,Rajasthan,2002,Male,No Education,403,972013.0
4750,Rajasthan,2002,Male,Primary (Upto Class-5),556,5231421.0
4751,Rajasthan,2003,Female,Diploma/Certificate,2,388.0
4752,Rajasthan,2003,Female,Graduate And Above,15,76224.0
4753,Rajasthan,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),44,181249.0
4754,Rajasthan,2003,Female,Matriculate/Secondary (Upto Class-10),110,301374.0
4755,Rajasthan,2003,Female,Middle (Upto Class-8),209,499684.0
4756,Rajasthan,2003,Female,No Education,488,867852.0
4757,Rajasthan,2003,Female,Primary (Upto Class-5),401,3596257.0
4758,Rajasthan,2003,Male,Diploma/Certificate,26,874.0
4759,Rajasthan,2003,Male,Graduate And Above,52,185509.0
4760,Rajasthan,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),132,398699.0
4761,Rajasthan,2003,Male,Matriculate/Secondary (Upto Class-10),457,613463.0
