States/UTs,Year,CrimeHead,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above
Lakshadweep,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Causes not known,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other causes,0,1,1,0,0,0,0,1,0,0
Lakshadweep,2014,Total,0,1,1,0,0,0,0,1,0,0
Puducherry,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Marriage Related Issues,0,1,0,0,0,0,2,0,0,0
Puducherry,2014,Non Settlement of Marriage,0,1,0,0,0,0,0,0,0,0
Puducherry,2014,Dowry Related Issues,0,0,0,0,0,0,1,0,0,0
Puducherry,2014,Extra Marital affairs,0,0,0,0,0,0,1,0,0,0
Puducherry,2014,Divorce,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Others,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Failure in Examination,1,0,0,0,0,0,0,0,0,0
Puducherry,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Other Family problems,1,31,62,47,20,1,30,22,10,4
Puducherry,2014,Illness,0,9,25,16,6,0,1,5,1,3
Puducherry,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Cancer,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Insanity/Mental illness,0,1,4,0,0,0,0,2,0,0
Puducherry,2014,Other prolonged illness,0,8,21,16,6,0,1,3,1,3
Puducherry,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Drug abuse/addiction,0,0,4,6,2,0,0,0,0,0
Puducherry,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Love affairs,0,5,0,0,0,0,1,0,0,0
Puducherry,2014,Poverty,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Unemployment,0,2,0,0,0,0,0,0,0,0
Puducherry,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Professional/Career Problem,0,2,2,0,0,0,0,0,0,0
Puducherry,2014,Causes not known,0,6,10,8,16,0,8,5,0,4
Puducherry,2014,Other causes,2,43,74,66,25,0,31,8,7,9
Puducherry,2014,Total,4,99,177,143,69,1,73,40,18,20
Total (States),2014,Bankruptcy or indebtedness,1,446,916,575,154,2,44,101,51,12
Total (States),2014,Marriage Related Issues,10,1144,808,284,57,9,2983,1073,160,32
Total (States),2014,Non Settlement of Marriage,2,304,148,21,2,1,399,170,8,0
Total (States),2014,Dowry Related Issues,1,19,12,5,2,0,1671,421,44,12
Total (States),2014,Extra Marital affairs,0,117,86,17,1,1,136,85,16,4
Total (States),2014,Divorce,0,54,59,28,8,0,96,77,5,3
Total (States),2014,Others,7,650,503,213,44,7,681,320,87,13
Total (States),2014,Failure in Examination,89,1200,26,2,0,66,933,25,2,0
Total (States),2014,Impotency/Infertility,0,59,48,15,3,1,111,77,11,3
Total (States),2014,Other Family problems,126,6028,6891,3910,1271,110,4839,3187,1211,451
Total (States),2014,Illness,94,4128,4957,4107,2585,84,2768,2053,1488,1183
Total (States),2014,AIDS/STD,0,34,91,46,8,0,7,26,7,3
Total (States),2014,Cancer,0,57,111,147,79,0,37,45,47,40
Total (States),2014,Paralysis,1,25,95,111,67,0,10,27,38,30
Total (States),2014,Insanity/Mental illness,56,1560,1531,1112,460,23,897,702,439,264
Total (States),2014,Other prolonged illness,37,2452,3129,2691,1971,61,1817,1253,957,846
Total (States),2014,Death of dear person,1,181,216,173,82,3,151,74,47,46
Total (States),2014,Drug abuse/addiction,4,997,1395,884,215,6,29,34,15,6
Total (States),2014,Fall in social reputation,2,92,134,98,33,7,69,33,12,6
Total (States),2014,Ideological causes/Hero worshipping,1,23,10,7,2,2,8,3,0,0
Total (States),2014,Love affairs,12,1867,422,63,10,29,1454,193,8,0
Total (States),2014,Poverty,1,364,589,369,92,4,99,116,48,12
Total (States),2014,Unemployment,0,869,718,274,79,2,132,84,21,1
Total (States),2014,Property dispute,0,215,342,263,52,0,68,87,25,12
Total (States),2014,Suspected/Illicit relation,0,104,119,26,3,4,106,79,15,1
Total (States),2014,Illegitimate Pregnancy,0,0,0,0,0,1,44,11,0,0
Total (States),2014,Physical Abuse (Rape; etc.),0,3,0,3,0,4,48,11,2,1
Total (States),2014,Professional/Career Problem,0,268,302,166,37,0,63,32,9,0
Total (States),2014,Causes not known,174,4181,3628,2070,759,134,2544,1265,621,218
Total (States),2014,Other causes,360,8929,8466,4757,1523,327,4982,2978,1448,618
Total (States),2014,Total,875,31098,29987,18046,6957,795,21475,11516,5194,2602
Total (UTs),2014,Bankruptcy or indebtedness,0,0,2,4,0,0,0,0,0,0
Total (UTs),2014,Marriage Related Issues,0,40,16,2,1,1,129,22,2,0
Total (UTs),2014,Non Settlement of Marriage,0,10,3,0,0,0,25,3,0,0
Total (UTs),2014,Dowry Related Issues,0,0,0,0,0,0,68,6,0,0
Total (UTs),2014,Extra Marital affairs,0,3,3,0,0,0,6,1,0,0
Total (UTs),2014,Divorce,0,1,0,0,0,0,2,0,0,0
Total (UTs),2014,Others,0,26,10,2,1,1,28,12,2,0
Total (UTs),2014,Failure in Examination,2,37,2,0,0,6,13,0,0,0
Total (UTs),2014,Impotency/Infertility,0,0,2,0,0,0,0,0,2,0
Total (UTs),2014,Other Family problems,3,138,150,80,26,6,98,51,17,7
Total (UTs),2014,Illness,2,56,70,40,39,1,27,30,8,21
Total (UTs),2014,AIDS/STD,0,1,1,1,2,0,1,2,0,2
Total (UTs),2014,Cancer,0,2,0,3,8,0,1,0,0,5
Total (UTs),2014,Paralysis,0,0,0,0,2,0,0,0,0,2
Total (UTs),2014,Insanity/Mental illness,0,9,17,8,8,0,6,4,2,4
Total (UTs),2014,Other prolonged illness,2,44,52,28,19,1,19,24,6,8
Total (UTs),2014,Death of dear person,0,1,2,1,1,0,1,1,0,0
Total (UTs),2014,Drug abuse/addiction,1,21,24,9,5,0,0,1,0,0
Total (UTs),2014,Fall in social reputation,0,0,2,0,0,0,1,1,0,0
Total (UTs),2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Total (UTs),2014,Love affairs,0,60,7,0,0,1,42,0,0,0
Total (UTs),2014,Poverty,0,3,0,1,0,0,0,1,0,0
Total (UTs),2014,Unemployment,0,17,6,2,0,0,2,0,0,0
Total (UTs),2014,Property dispute,0,1,1,0,0,0,0,0,1,0
Total (UTs),2014,Suspected/Illicit relation,0,0,0,0,1,0,0,0,0,0
Total (UTs),2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Total (UTs),2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,1,1,0,0
Total (UTs),2014,Professional/Career Problem,0,9,5,5,0,0,6,1,0,0
Total (UTs),2014,Causes not known,5,224,159,75,33,4,115,43,3,8
Total (UTs),2014,Other causes,11,320,224,174,44,7,165,55,21,16
Total (UTs),2014,Total,24,927,672,393,150,26,600,207,54,52
Total (All India),2014,Bankruptcy or indebtedness,1,446,918,579,154,2,44,101,51,12
Total (All India),2014,Marriage Related Issues,10,1184,824,286,58,10,3112,1095,162,32
Total (All India),2014,Non Settlement of Marriage,2,314,151,21,2,1,424,173,8,0
Total (All India),2014,Dowry Related Issues,1,19,12,5,2,0,1739,427,44,12
Total (All India),2014,Extra Marital affairs,0,120,89,17,1,1,142,86,16,4
Total (All India),2014,Divorce,0,55,59,28,8,0,98,77,5,3
Total (All India),2014,Others,7,676,513,215,45,8,709,332,89,13
Total (All India),2014,Failure in Examination,91,1237,28,2,0,72,946,25,2,0
Total (All India),2014,Impotency/Infertility,0,59,50,15,3,1,111,77,13,3
Total (All India),2014,Other Family problems,129,6166,7041,3990,1297,116,4937,3238,1228,458
Total (All India),2014,Illness,96,4184,5027,4147,2624,85,2795,2083,1496,1204
Total (All India),2014,AIDS/STD,0,35,92,47,10,0,8,28,7,5
Total (All India),2014,Cancer,0,59,111,150,87,0,38,45,47,45
Total (All India),2014,Paralysis,1,25,95,111,69,0,10,27,38,32
Total (All India),2014,Insanity/Mental illness,56,1569,1548,1120,468,23,903,706,441,268
Total (All India),2014,Other prolonged illness,39,2496,3181,2719,1990,62,1836,1277,963,854
Total (All India),2014,Death of dear person,1,182,218,174,83,3,152,75,47,46
Total (All India),2014,Drug abuse/addiction,5,1018,1419,893,220,6,29,35,15,6
Total (All India),2014,Fall in social reputation,2,92,136,98,33,7,70,34,12,6
Total (All India),2014,Ideological causes/Hero worshipping,1,23,10,7,2,2,8,3,0,0
Total (All India),2014,Love affairs,12,1927,429,63,10,30,1496,193,8,0
Total (All India),2014,Poverty,1,367,589,370,92,4,99,117,48,12
Total (All India),2014,Unemployment,0,886,724,276,79,2,134,84,21,1
Total (All India),2014,Property dispute,0,216,343,263,52,0,68,87,26,12
Total (All India),2014,Suspected/Illicit relation,0,104,119,26,4,4,106,79,15,1
Total (All India),2014,Illegitimate Pregnancy,0,0,0,0,0,1,44,11,0,0
Total (All India),2014,Physical Abuse (Rape; etc.),0,3,0,3,0,4,49,12,2,1
Total (All India),2014,Professional/Career Problem,0,277,307,171,37,0,69,33,9,0
Total (All India),2014,Causes not known,179,4405,3787,2145,792,138,2659,1308,624,226
Total (All India),2014,Other causes,371,9249,8690,4931,1567,334,5147,3033,1469,634
Total (All India),2014,Total,899,32025,30659,18439,7107,821,22075,11723,5248,2654
